body,fichatecnica,localidad,price,title,url
"
GWM Wingle 5 PICK 2020 2000 cc. 0 km - USD 24.990.(Consulte disponibilidad de colores)Diesel • Dirección Hidráulica • Transmisión Manual • 2 puertas.Airbag conductor • Airbag pasajero • Apoya cabeza asientos traseros • Barra anti-vuelco • Cinturones inerciales delanteros • Faros antinieblas delanteros • Frenos ABS • Llave codificada • Aire acondicionado • Alarma de luces encendidas • Asiento conductor regulable en altura • Apoyabrazos en asiento trasero • Cierre centralizado de puertas • Computadora de abordo • Cristales eléctricos • Espejos eléctricos • Llantas de aleación • Volante multifunción • AM/FM • Bluetooth • Cargador de CD • Entrada auxiliar • Entrada USB • MP3.GarantíaGarantía de 3 años o 100.000 kilómetros.PermutasSiempre intentamos tomar su permuta al mejor precio; sabemos que es parte de su capital.Gestoría- Empadronamiento de los vehículos en todas las intendencias del país.- Reempadronamientos.- Cambios de titular (Transferencias).- Títulos de propiedad.- Contrato de Leasing.Horacio Barreiro - Ruta 5 Tel: 099 609094 / 2365 3900 Ruta 5 nueva km. 25.500. Las Piedras, Canelones. Lunes a Sábados de 8 a 19 hs. www.horaciobarreiro.multiaviso.comPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Great Wall


Modelo
Wingle 5


Versión
PICK


Motor
2.0


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Las Piedras - Canelones
",24.990,"
		Gwm Wingle 5 Pick 2020 0km
	",https://auto.mercadolibre.com.uy/MLU-469037783-gwm-wingle-5-pick-2020-0km-_JM#position=23&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
GWM Wingle 5 LUXURY 2.0cc DIESEL 2020 2000 cc. 0 km en color Blanco. USD 20.484 PRECIO LEASING.Diesel / Dirección Asistida / Transmisión Manual / 4 puertas.Airbag conductor / Airbag pasajero / Alarma / Apoya cabeza asientos traseros / Cinturones inerciales delanteros / Control de tracción / Control de estabilidad / Faros antinieblas delanteros / Faros antinieblas traseros / Frenos ABS / Inmovilizador de motor / Llave codificada / Sistema Isofix / Tercer stop / Aire acondicionado / Alarma de luces encendidas / Asiento trasero rebatible / Cierre centralizado de puertas / Cristales eléctricos / Llantas de aleación / Porta vasos / Tapizado de cuero / Volante multifunción / Volante de cuero / AM/FM / CD / Entrada USB / MP3.Plan Mecánico AmigoNuestros automóviles cuentan con Plan Mecánico Amigo que le brinda una garantía en mano de obra en reparaciones sin costo durante un año.Trámites a su disposiciónCuenta con un completo departamento de Trámites para facilitar la gestión de los papeles de su automóvil.Aceptamos Permutas como forma de Pago. Tomamos vehículos usados a los mejores precios de plaza. No deje de consultar.Financiación propia a Sola FirmaRealice una entrega inicial del 50% y financie su saldo hasta en 37 cuotas.Nuestra Financiación es ágil, rápida y sencilla.No deje de consultar el valor de la cuotaPor cualquier consulta comunicarse al 091 372694
","

Año
2020


Kilómetros
0 km


Marca
Great Wall


Modelo
Wingle 5


Versión
LUXURY 2.0cc DIESEL


Motor
2.0


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",20.484,"
		Gwm Wingle 5 Luxury 2.0cc Diesel 2020 0km
	",https://auto.mercadolibre.com.uy/MLU-470444750-gwm-wingle-5-luxury-20cc-diesel-2020-0km-_JM#position=2&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Toyota Hilux SRV PLUS AUTOMATICO 2020 2800 cc. 0 km - USD 70.990.Colores disponibles: Blanco, Gris plata, Gris grafito, Rojo y Negro.Diesel • Dirección Hidráulica • Transmisión Automática • 4 puertas • Potencia máxima 177 HP.Airbag conductor • Airbag pasajero • Airbag de cortina • Airbag laterales • Alarma • Apoya cabeza asientos traseros • Cinturones inerciales delanteros • Control de tracción • Control de estabilidad • Faros antinieblas delanteros • Frenos ABS • Inmovilizador de motor • Llave codificada • Repartidor electrónico de fuerza de frenado • Sistema Isofix • Tercer stop • Alarma de luces encendidas • Asientos eléctricos • Asiento trasero rebatible • Asiento conductor regulable en altura • Apoyabrazos en asiento trasero • Cierre centralizado de puertas • Cierre automático de vidrios • Climatizador automático • Computadora de abordo • Control de velocidad crucero • Cristales eléctricos • Espejos eléctricos • Llantas de aleación • Regulación de altura del volante • Regulación longitudinal del volante • Paragolpes pintados • Porta vasos • Tapizado de cuero • Volante multifunción • Volante de cuero • AM/FM • Bluetooth • CD • Comando satelital de stereo • Entrada auxiliar • Entrada USB • MP3.Ficha técnica: http://specs.multiaviso.com/u5b4a9tnGarantíaGarantía de 4 años o 120.000 kms. Con el respaldo de Curcio Capital y la mejor red de servicios autorizados en todo el país.FinanciaciónContamos con financiación bancaria tasa 0 hasta el 50 % del vehículo en 24 meses con Scotiabank, Itaú y BBVA y hasta 36 meses con Banco Santander. También tasas preferenciales en pesos y UI hasta el 100 % del vehículo hasta 60 meses.PermutasAceptamos permutas de vehículos usados como forma de pago.AYAX VALUE el servicio de postventa más integral del país:- Bonificación del 10 % en repuestos y accesorios.- Bonificación del 10 % en servicios autorizados.- Bonificación de 1.000 en los gastos de gestoría de empadronamiento.- Botiquín de primeros auxilios de obsequio.- Si usted decide vender el vechiculo con AYAX VALUE vigente obtendrá de AYAX S.A. una bonificación en el precio de la nueva compra. El valor de dicho descuento será el equivalente al que abonó por esa garantía extendida.Test DriveLos invitamos a visitar nuestro showroom para realizar un test drive de la unidad.Fabio Flores - AYAX Tel: 099 598949 / 2924 0918 Rondeau 1751 esq. Valparaíso Lun. a Vie. de 9 a 13 y de 14 a 18:30 hs www.ayaxonline.com interno 1146Publicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Toyota


Modelo
Hilux


Versión
SRV PLUS AUTOMATICO


Motor
2.8


Potencia
177 hp


Transmisión
Automática


Color
Negro


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",70.990,"
		Toyota Hilux Srv Plus Automatico 2020 Negro 0km
	",https://auto.mercadolibre.com.uy/MLU-472821489-toyota-hilux-srv-plus-automatico-2020-negro-0km-_JM#position=47&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Nissan Frontier AX 4x4 full.Motor 3.0 turbo diesel de inyección convencional (No common rail)El motor esta en excelente estado.Tiene aire acondicionado, los 4 vidrios eléctricos, espejos eléctricos, dirección hidráulica, radio Pioneer con cd. 4x4 se pone y se saca de arriba de la camioneta, tiene cubos automáticos.Barra antivuelco keko cromada, estribos keko cromados, lona marinera, rihno linings mas protector de caja plástico y soporte para enganche extraíble.Tomo permuta.
","

Año
2006


Kilómetros
385.000 km


Marca
Nissan


Modelo
Frontier


Versión
AX


Transmisión
Manual


Color
Azul


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en La Comercial - Montevideo
",19.000,"
		Nissan Frontier Ax 4x4 Full 2006
	",https://auto.mercadolibre.com.uy/MLU-472238871-nissan-frontier-ax-4x4-full-2006-_JM#position=34&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
único dueño, con cúpula, permuta solo por ganado vacuno
","

Año
2011


Kilómetros
220.000 km


Marca
Chevrolet


Modelo
S10


Versión
2.8 G4 Cd L 4x4 Electronico


Único dueño
Sí


Tipo de carrocería
Pick-Up


Motor
2.8


Potencia
140 hp


Transmisión
Manual


Color
gris plata


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Rivera
",21.000,"
		Chevrolet S10 2.8 G4 Cd L 4x4 Electronico
	",https://auto.mercadolibre.com.uy/MLU-472776788-s-10-4x4-_JM#position=41&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
TOYOTA HILUX SRV 3.0 4x2AÑO 2012152.502 KILÓMETROSPOSIBLE PERMUTA JC AUTOMÓVILES
","

Año
2012


Kilómetros
152.502 km


Marca
Toyota


Modelo
Hilux


Versión
3.0 Cd Srv Tdi 171cv 4x2


Tipo de carrocería
Pick-Up


Motor
3.0


Potencia
171 hp


Transmisión
Manual


Color
Gris oscuro


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Rivera
",36.500,"
		Toyota Hilux 3.0 Cd Srv Tdi 171cv 4x2
	",https://auto.mercadolibre.com.uy/MLU-472790660-toyota-hilux-srv-30-4x2-2012-_JM#position=48&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Mercedes Benz Nueva Sprinter 515 Largo 2.1 Año 2020 0 km en color Blanco - USD 44.016. Precio Leasing.GARANTIA:1 Año o 50.000km - Tren de potencia 1 Año o 100.000km / Ciertas condiciones aplican.2 años o 120.000 Km (Opcional).EQUIPAMIENTO DE SERIE:Motor 2146 cc. Diesel • Potencia máxima 150 HP • Transmisión Manual 6 + 1 • Tracción trasera • Dirección Eléctrica • Mantenimiento cada 20.000km • Soporta hasta 2455kg de carga • Longitud de Salon 4307mm .Airbag conductor • Frenos ABS • Llave codificada • Repartidor electrónico de fuerza de frenado • Tercer stop • Aire acondicionado • Alarma de luces encendidas • Asiento conductor regulable en altura • Faros regulables desde el interior • Regulación de altura del volante • Regulación longitudinal del volante • AM/FM • Bluetooth • CD • Entrada USB • MP3NOVEDADES NUEVA SPRINTER 2020:Aire acondicionado y consola Tempmatic • Indicador de cambio de marcha en el tablero • Indicador digital del nivel de aceite del motor • Alzacristales eléctricos • Consola DIN bajo techo • Luz de lectura en salón • Llave inteligente KEYLESS (encendido por botón) • Ópticas de mayor y mejor alumbrado lateral • Faros antiniebla con luz de giro • Apertura de puertas traseras de 270° autoblocantes • Consola de cambios optimizada • Pared separadora cabina – salón, con ventanilla fija.EQUIPAMIENTO ADICIONAL:Airbag acompañante • Doble compuerta lateral (Izq y Der) • Control de Velocidad Crucero • MBUX c/Volante Multifincional (pantalla 7” Touch p/Control,Audio + Video – AppleCar y AndroidAuto) • Cámara de marcha atrás en pantalla MBUX • Sensor de lluvia • Avisador de Marcha Atrás.FINANCIACION:Ofrecemos financiamiento con el banco de su preferencia.-----------------------------------------------------------------------------------------------------------::::Autolider Uruguay, S.A::::Importador Mercedes Benz.Tel: 2209 4444WhatsApp: 093 799 954Vcmercadolibre@inchcape.com.uyRambla Baltasar Brum 3028Lun. a Vie. de 9 a 18 hs.www.autolider.com.uyPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Mercedes-Benz


Modelo
Sprinter


Versión
Furgon 515 Largo


Tipo de carrocería
Furgón


Motor
2.1


Potencia
150 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",44.016,"
		Mercedes Benz Sprinter 2020 Furgon 515 Largo - Autolider
	",https://auto.mercadolibre.com.uy/MLU-470643128-mercedes-benz-sprinter-2020-furgon-515-largo-autolider-_JM#position=29&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
SANA FUNCIONANDO, ESCUCHO OFERTAS POR POSIBLE NEGOCIOS O PERMUTAS
","

Año
1996


Kilómetros
111.111 km


Marca
Volvo


Modelo
245


Versión
VOLVO RURAL AÑO 75 DIESEL


Color
Azul marino


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Treinta Y Tres
",3.500,"
		Camioneta Rural Volvo Diesel 245 Dl Año 1975
	",https://auto.mercadolibre.com.uy/MLU-472544152-camioneta-rural-volvo-diesel-245-dl-ano-1975-_JM#position=35&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Mercedes Benz Vito Extra Largo 1.6 Año 2020 0 km en color Blanco - USD 35.819. Precio Leasing.GARANTIA:1 Año o 50.000km - Tren de potencia 1 Año o 100.000km / Ciertas condiciones aplican.2 años o 120.000 Km (Opcional).EQUIPAMIENTO DE SERIE:Motor 1598 cc. Diesel • Potencia máxima 114 HP • Transmisión Manual de 6 Velocidades • Dirección Eléctrica • Mantenimiento cada 20.000km. Longitud de salon de carga 3061mm • Cap. de carga 1141kg.Airbag conductor • Airbag pasajero • Control de tracción • Control de estabilidad • Frenos ABS • Llave codificada • Repartidor electrónico de fuerza de frenado • Tercer stop • Aire acondicionado • Alarma de luces encendidas • Asiento conductor regulable en altura • Asiento acompañante regulable en altura • Espejos eléctricos • Faros regulables desde el interior • Regulación de altura del volante • Regulación longitudinal del volante • AM/FM • Bluetooth • CD • Entrada USB • MP3NOVEDADES DE LA VITO:Control de estabilidad (ESP) y de tracción (ASR) • Cross Wind Assist (asistente de viento lateral) • Frenos ABS con EBV (distribución electrónica de fuerza de frenado) • BAS (control automático de freno de emergencia) • Alarma de cinturón no abrochado (conductor) • Attention Assist (control de fatiga o distracción del conductor) • Luz de freno adaptativa y 3er stop) • Hill Holder (ayuda de arranque en pendiente) • Luces de freno adaptativas • Aire acondicionado y consola Tempmatic semiautomática • Asiento para dos acompañantes • Mampara divisoria del salón con vidrio desmontable • Dirección eléctrica progresiva sensible a la velocidad • Fijador activo de puerta corrediza • Alza cristales eléctricos • Bloqueo electrónico de arranque • Ópticas de mayor y mejor alumbrado lateral • Compuerta trasera con apertura vertical • Puerta corrediza lateral derecha • Altavoses de dos vías, delante • Llave radiotelemando multitecla • Retrovisores exteriores eléctricos y calefaccionados. EQUIPAMIENTO OPCIONAL:• Frenado Autónomo de emergencia • Detector de cambio de carril • Tempomat (Control de velocidad crucero) • Faros antiniebla • Alarma de cinturón no abrochado acompañante) • Baca • Porta equipajes para barras en el techo • Puertas traseras batientes con apertura de 270° y ventanillas • Electrificación de puertas laterales • Puerta corrediza lateral izquierda • Dos puertas traseras batientes con apertura de 180° sin ventanilla • Retrovisores exteriores plegables electricamente • Avisador de marcha atrasFINANCIACIONOfrecemos financiamiento con el banco de su preferencia.-----------------------------------------------------------------------------------------------------------::::Autolider Uruguay, S.A::::Importador Mercedes Benz.Tel: 2209 4444WhatsApp: 093 799 954Vcmercadolibre@inchcape.com.uyRambla Baltasar Brum 3028Lun. a Vie. de 9 a 18 hs.www.autolider.com.uyPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Mercedes-Benz


Modelo
Vito


Versión
Extra Largo


Tipo de carrocería
Furgón


Motor
1.6


Potencia
114 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Montevideo
",35.819,"
		Mercedes Benz Vito Furgón Extra Largo 2020 0km - Autolider
	",https://auto.mercadolibre.com.uy/MLU-470649111-mercedes-benz-vito-furgon-extra-largo-2020-0km-autolider-_JM#position=15&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Peugeot Expert Diesel 2020 1600 cc. 0 km en color Blanco. U$S 29.990.Diesel / Dirección Asistida / Transmisión Manual / 5 puertas / Potencia máxima 115 HP.Airbag conductor / Airbag pasajero / Control de estabilidad / Faros antinieblas delanteros / Faros antinieblas traseros / Frenos ABS / Inmovilizador de motor / Llave codificada / Repartidor electrónico de fuerza de frenado / Tercer stop / Aire acondicionado / Alarma de luces encendidas / Asiento conductor regulable en altura / Control de velocidad crucero / Cristales eléctricos / AM/FM / Entrada auxiliar / Entrada USB.GarantíaGarantía de 3 años o 100.000 km.FinanciaciónContamos con financiación para usados y 0km de acuerdo a sus necesidades y hasta el 100% del valor del vehículo.PermutasAceptamos permutas como parte de pago, tomando su vehículo al mejor precio del mercado.TrámitesContamos con gestoría de trámites, escribanía, gestor de empadronamiento y asesoramiento de seguros.Shoppingcar.- Tel: 2622 8000 WhatsApp: 095292563 Av. Dr. Luis Alberto de Herrera 1162 marisabel.shoppingcar@gmail.com Lunes a Viernes 9.00 a 18.00. Sábados 9.00 a 13.00 horas. www.shoppingcar.com.uyPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Peugeot


Modelo
Expert


Versión
Diesel


Motor
1.6


Potencia
115 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Montevideo
",29.990,"
		Peugeot Expert Diesel 2020 0km
	",https://auto.mercadolibre.com.uy/MLU-472456747-peugeot-expert-diesel-2020-0km-_JM#position=46&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Nissan Navara diesel doble cabina DC del año 2010, motor 2.5L TDI solamente 217.000 km originales.Único dueño, siempre bien cuidada y mantenida. Es automática y 4x4 con diferenciales refrigerados.Excelente estado general, bien de pintura, sin ruidos, bien de cubiertas, funciona todo perfecto.Documentción en regla, escucho por permutas, excelente estado.
","

Año
2010


Kilómetros
217.000 km


Marca
Nissan


Modelo
D22


Versión
Navara diesel 4x4 TDI AT


Único dueño
Sí


Tipo de carrocería
Off-Road


Motor
2.5L TDI


Transmisión
Automática


Color
Bordeaux


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Malvin - Montevideo
",24.990,"
		Nissan Navara 4x4 Diesel 2010 Tdi Automatica Frontier D22
	",https://auto.mercadolibre.com.uy/MLU-471881298-nissan-navara-4x4-diesel-2010-tdi-automatica-frontier-d22-_JM#position=38&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Great Wall Wingle 5 Extra Full 2.0 TURBO DIESEL 2020 0KMotor 2000 cc. Diesel • Potencia máxima 137 HP • Transmisión Manual de 6 Velocidades U$S 19.664 + ivaDirección Hidráulica –ABS + EBD + BA + ESP + HHC (asistencia de arranque en pendiente) –Doble Airbag –Aire Acondicionado –Radio+USB+CD–Faros regulables eléctricamente en altura –Comando a distancia –Cierre centralizado –Inmovilizador de motor, Levantavidrios delanteros eléctricos –Luz de lectura –Bloqueo de puertas traseras para niños –Anclaje ISOFIX –Cinturón de seguridad trasero central de 3 puntasGarantíaGarantía de 3 años o 100.000 km.FINANCIACIÓN: 100% HASTA 60 CUOTASTomamos su vehículo RUTA 48 ESQ. PERÚ. LAS PIEDRASLunes a Viernes de 8:00 a 18.30hs y Sábados 8:00 a 13:00hsMail. alonsoautomoviles@gmail.comhttps://www.facebook.com/AlonsoAutomovilesLasPiedras/Instagram: @alonsoautomovileslaspiedras
","

Año
2020


Kilómetros
0 km


Marca
Great Wall


Modelo
Wingle 5


Versión
Extra Full Diésel


Tipo de carrocería
Pick-Up


Motor
2.8


Potencia
95 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Las Piedras - Canelones
",19.664,"
		Great Wall Wingle 5 Extra Full Diésel
	",https://auto.mercadolibre.com.uy/MLU-471803578-great-wall-wingle-5-extra-full-20-tdi-0k-_JM#position=16&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Toyota Hilux 3.0 D4D4x4 Automatica2012 190.000 KmTapizado de CueroClimatizador
","

Año
2012


Kilómetros
190.000 km


Marca
Toyota


Modelo
Hilux


Versión
3.0 Cd Srv Cuero Tdi 171cv 4x4


Tipo de carrocería
Pick-Up


Motor
3.0


Potencia
171 hp


Transmisión
Manual


Color
Azul oscuro


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Rocha
",35.900,"
		Toyota Hilux 3.0 Cd Srv Cuero Tdi 171cv 4x4
	",https://auto.mercadolibre.com.uy/MLU-472495095-toyota-hilux-30-srv-cuero-d4d-171cv-4x4-automatica-2012-_JM#position=7&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
GREAT WALLWINGLE 6 DIESELDoble Cabina 2.000 cc.Año 2020 - 0 km.PRECIO PARA EMPRESASMODELO 4x4 DIGNITYLEASING U$S 24.582IVA INCLUIDO U$S 29.990Climatizador - Dirección HidráulicaVidrios Eléctricos - Espejos EléctricosLlantas de Aleación - CaminerosABS - Doble Airbag - Comando SatelitalBarra - Estribos - Cubre CajaMultimedia - Bluetooth - GPS CONSULTE POR CONTADOVENTA - PERMUTA – FINANCIACIONFINANCIACION BANCARIA HASTA 60 CUOTASY FINANCIACION EN MONEDA NACIONAL por FINANCIERA CON UN 40% DE ENTREGAA DOS FIRMAS CON TITULO Y PRENDASALDO DESDE 18 HASTA 48 CUOTASO FINANCIACION POR BANCO SUJETA A APROBACION CREDITICIACONSULTE POR OTRASMARCAS Y MODELOSNUEVOS Y USADOSHorario de Atención:Lun. A Vie. De 9 a 12:30 y 13:30 a 18:30 hs.Sab. De 9 a 12:30 hs.Av. Artigas s/n. a pasos de la rotondaCruce de Rutas 7 y 11San Jacinto - Canelones4399 3172 / 4399 2117 / 099 690 807 / 096 409 136dmoralesautomotores@hotmail.com
","

Año
2020


Kilómetros
0 km


Marca
Great Wall


Modelo
Wingle 6


Versión
DC DIESEL DIGNITY


Tipo de carrocería
Pick-Up


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en San Jacinto - Canelones
",24.582,"
		Great Wall Wingle 6 Diesel Doble Cabina 2.000 Cc.diesel
	",https://auto.mercadolibre.com.uy/MLU-470573548-great-wall-wingle-6-diesel-doble-cabina-2000-ccdiesel-_JM#position=28&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
SOLYCAR AUTOMÓVILESNISSAN FRONTIER XE 4X2 DIESEL - ENTREGA INMEDIATA 0KMTapicería en tela.Vidrios eléctricos.Cierre central.Dirección Hidráulica.Aire acondicionado.Radio AM / FM, CD, MP3 y AUX con puerto USB.Computadora de viaje.Halógenos neblineros.Asientos delanteros con tecnología de la NASA-CERO GRAVEDAD: Ciencia aplicada para minimizar la fatiga favoreciendo con una postura neutral, que da soporte a la zona lumbar, la pelvis, columna y hombros.Asientos traseros rediseñados con mayor ángulo de inclinación para brindar confort.Pantalla a color de 5"".Cámara de reversa.Retrovisores cromados.Controles de audio y Bluetooth® en el volante.Control crucero.Bumpers delanteros del color del vehículo, manillas cromadas, bumper trasero cromadoEstribos laterales de lujo.Con 190 HP y 450 NM de torque, Frontier está listo para lo que seaSuspensión Multilink hace cómoda la cabina aunque el camino sea rudo o el viaje sea largoFuera del barro. Frontier sabe verse elegante. equipamiento de lujoChasis Doble C lo hace más resistente. Haga menos viajes, aprovechando al máximo su capacidad de carga de 1 toneladaContamos con amplios planes de financiación, planes de pago y nuestro plan diferencial SOLYCAR, entregando el 50% el saldo en cómodas cuotasConsulte por planes de financiación del 100% por BancoAceptamos PermutasHorario de Atención: Lunes a Viernes de 9.30 a 19.00hs y Sabados de 9.00 a 15.30hsAvda. Giannattasio Km 22.500 - Solymar2695 9109www.solycar.com
","

Año
2019


Kilómetros
0 km


Marca
Nissan


Modelo
NP300 Frontier


Versión
2.5 Xe Tdsl 188hp D.cab.


Tipo de carrocería
Pick-Up


Motor
2.5


Transmisión
Manual


Color
TODOS LOS COLORES


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Solymar - Canelones
",42.688,"
		Nissan NP300 Frontier 2.5 Xe Tdsl 188hp D.cab.
	",https://auto.mercadolibre.com.uy/MLU-465818495-nissan-frontier-xe-4x2-diesel-0km-entrega-inmediata-_JM#position=32&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
NISSAN TD27DOBLE CABINA4x4DIRECCION HIDRAULICAAIRE ACONDICIONADO4 CUBIERTAS NUEVASBUEN ESTADO!ACEPTAMOS PERMUTASFINANCIACION EN PESOS A SOLA FIRMA
","

Año
1996


Kilómetros
396.106 km


Marca
Nissan


Modelo
TD27


Versión
DOBLE CABINA


Tipo de carrocería
Pick-Up


Transmisión
Manual


Color
Naranja


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Malvin - Montevideo
",12.500,"
		Nissan Doble Cabina Td27 4x4 Buen Estado - Permuto Financio
	",https://auto.mercadolibre.com.uy/MLU-472752859-nissan-doble-cabina-td27-4x4-buen-estado-permuto-financio-_JM#position=40&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Mercedes Benz Nueva Sprinter 315 2.1 Año 2020 0 km en color Blanco - USD 42.540. Precio Leasing.GARANTIA: 1 Año o 50.000km - Tren de potencia 1 Año o 100.000km / Ciertas condiciones aplican. 2 años o 120.000 Km (Opcional).Vehículo de P.B.T. no superior a 3.500Kg, no requiere Permiso Nacional de Circulación y permite que choferes con Libreta de Conducir Cat. A lo conduzcan.EQUIPAMIENTO DE SERIE:Motor 2146 cc. Diesel • Potencia máxima 150 HP • Transmisión Manual de 6 + 1 • Dirección Eléctrica. • Mantenimiento cada 20.000km.Airbag conductor • Airbag pasajero • Cinturones inerciales delanteros • Control de estabilidad • Faros antinieblas delanteros • Frenos ABS • Llave codificada • Repartidor electrónico de fuerza de frenado • Tercer stop • Aire acondicionado • Alarma de luces encendidas • Asiento conductor regulable en altura • Asiento acompañante regulable en altura • Faros regulables desde el interior • Regulación de altura del volante • Regulación longitudinal del volante • AM/FM • Bluetooth • Entrada USB • MP3.NOVEDADES NUEVA SPRINTER 2020:Aire acondicionado y consola Tempmatic • Indicador de cambio de marcha en el tablero • Indicador digital del nivel de aceite del motor • Alzacristales eléctricos • Consola DIN bajo techo • Espejos retrovisores eléctricos y con calefacción • Luz de lectura en salón • Llave inteligente KEYLESS (encendido por botón) • Puerta trasera con luneta térmica y compartimiento con red • Ópticas de mayor y mejor alumbrado lateral • Faros antiniebla con luz de giro • Apertura de puertas traseras de 270° autoblocantes • Consola de cambios optimizada • Pared separadora cabina – salón, con ventanilla fijaEQUIPAMIENTO ADICIONAL:Control de Velocidad Crucero • MBUX c/Volante Multifincional (pantalla 7” Touch p/Control,Audio + Video – AppleCar y AndroidAuto) • Cámara de marcha atrás en pantalla MBUX • Sensor de lluvia • Avisador de Marcha Atrás.FINANCIACION:Ofrecemos financiamiento con el banco de su preferencia.-----------------------------------------------------------------------------------------------------------::::Autolider Uruguay, S.A::::Importador Mercedes Benz.Tel: 2209 4444 WhatsApp: 093 799 954Vcmercadolibre@inchcape.com.uyRambla Baltasar Brum 3028 Lun. a Vie. de 9 a 18 hs. www.autolider.com.uyPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Mercedes-Benz


Modelo
Sprinter


Versión
315


Tipo de carrocería
Furgón


Motor
2.1


Potencia
150 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Montevideo
",42.540,"
		Mercedes Benz Sprinter 2020 Furgon 315 0km - Autolider 
	",https://auto.mercadolibre.com.uy/MLU-470641048-mercedes-benz-sprinter-2020-furgon-315-0km-autolider-_JM#position=27&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
MERCEDES BENZ FURGONDIESELDIVINA!!MOTOR HECHO A NUEVOOOOO!DIRECCION HIDRAULICAAIRE ACONDICIONADOVIDRIOS ELECTRICOSDOBLE RUEDACHASIS LARGOPATENTE ANUAL: $42.000ACEPTAMOS PERMUTAS!FINANCIACION EN PESOS A SOLA FIRMA!
","

Año
2006


Kilómetros
419.000 km


Marca
Mercedes-Benz


Modelo
Furgon


Versión
CTA. FURGON


Tipo de carrocería
Furgón


Motor
99999


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Malvin - Montevideo
",25.990,"
		Mercedes Benz Furgon - Divina!! Permuto Financio
	",https://auto.mercadolibre.com.uy/MLU-471685312-mercedes-benz-furgon-divina-permuto-financio-_JM#position=8&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
